STT,ITEM,VENDOR,DESCR,STATUS,NH
518,3494751,12547,131-Cty CP Uniben,Y,TPCN
519,3286741,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
524,3084503,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
525,3084504,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
526,3365210,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
527,3365211,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
530,3276842,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
531,3276843,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
534,3278389,16701,100-Cty CPTP Binh Tay-NR,Y,TPCN
535,3278390,16701,100-Cty CPTP Binh Tay-NR,Y,TPCN
536,3278393,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
537,3278394,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
539,3365055,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
542,3455948,17666,100-Cty CP SXTM Tai Tai-NR,Y,TPCN
549,3510697,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
550,3510698,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
551,3510699,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
552,3510700,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
553,3175364,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
554,3403158,12547,131-Cty CP Uniben,Y,TPCN
555,3403160,12547,131-Cty CP Uniben,Y,TPCN
556,3403162,12547,131-Cty CP Uniben,Y,TPCN
557,3413710,12320,111-Cty TNHH MTV TNI,Y,TPCN
558,3413711,12320,111-Cty TNHH MTV TNI,Y,TPCN
559,3413712,12320,111-Cty TNHH MTV TNI,Y,TPCN
599,3318852,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
601,3360436,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
602,3361960,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
603,3532867,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
606,3533269,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
607,3533840,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
616,3536326,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
625,3126487,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
634,3384346,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
635,3384347,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
639,3437747,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
643,3509078,15348,130-CTY CP SX Tra Hung Phat,N,TPCN
649,3519042,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
650,3519043,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
651,3519044,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
652,3519045,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
657,3352387,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
660,3352990,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
663,3450830,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
665,3454990,17638,100-Cty CP TP Va Do Uong Vinatea-NR,Y,TPCN
666,3454991,17638,100-Cty CP TP Va Do Uong Vinatea-NR,Y,TPCN
667,3454992,17638,100-Cty CP TP Va Do Uong Vinatea-NR,Y,TPCN
668,3454993,17638,100-Cty CP TP Va Do Uong Vinatea-NR,Y,TPCN
669,3454994,17639,100-Cty TNHH Eikodo Viet Nam-NR,Y,TPCN
670,3454995,17639,100-Cty TNHH Eikodo Viet Nam-NR,Y,TPCN
671,3454996,17639,100-Cty TNHH Eikodo Viet Nam-NR,Y,TPCN
672,3454997,17639,100-Cty TNHH Eikodo Viet Nam-NR,Y,TPCN
679,3525167,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
687,3244892,14337,130-Cty TNHH VINH TIEN,Y,TPCN
695,3282731,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
702,3113220,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
703,3113222,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
705,3466390,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
708,3467853,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
709,3214107,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
710,3216135,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
713,3217598,12547,131-Cty CP Uniben,Y,TPCN
715,3451265,12320,111-Cty TNHH MTV TNI,Y,TPCN
720,3337528,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
721,3377186,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
735,3400708,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
736,3401492,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
737,3401493,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
738,3401494,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
740,3422157,12320,111-Cty TNHH MTV TNI,Y,TPCN
741,3422161,12320,111-Cty TNHH MTV TNI,Y,TPCN
757,3290133,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
758,3290134,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
759,3298228,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
766,3345933,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
767,3447980,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
768,3229501,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
769,3231570,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
770,3232249,21018,100-Congty CP Phuc Long Heritage-NR,Y,TPCN
771,3232250,21018,100-Congty CP Phuc Long Heritage-NR,Y,TPCN
773,3341299,19939,100-Cty TNHH Muoi Thanh Phat-NR,Y,TPCN
786,3545693,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
796,3201689,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
797,3205668,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
808,3538108,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
848,3199340,12547,131-Cty CP Uniben,Y,TPCN
849,3199341,12547,131-Cty CP Uniben,Y,TPCN
850,3199342,12547,131-Cty CP Uniben,Y,TPCN
851,3199550,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
853,3408152,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
856,3495684,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
857,3502829,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
859,3503221,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
860,3503267,17639,100-Cty TNHH Eikodo Viet Nam-NR,N,TPCN
