STT,ITEM,VENDOR,DESCR,STATUS,,
450,3496126,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
451,3496127,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
452,3501372,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
453,3504123,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
454,3504124,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
455,3506580,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
456,3518223,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
457,3518674,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
458,3518675,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
459,3518676,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
460,3518677,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
461,3523140,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
462,3523141,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
463,3528748,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
464,3528749,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
465,3528750,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
466,3528752,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
467,3531392,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
468,3533694,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
469,3533695,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
470,3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
471,3534601,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
472,3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
473,3535085,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
474,3535608,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
475,3536484,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
476,3536485,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
477,3536486,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
478,3536487,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
479,3537715,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
480,3537737,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
481,3538419,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
482,3538420,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
483,3538906,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
484,3538907,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,,
485,3538908,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
486,3541465,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
487,3541466,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
488,3541467,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
489,3543334,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
490,3543335,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
491,3550806,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
492,3550808,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
493,3554236,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
494,3557777,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
495,3557778,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,,
625,3298487,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
626,3298488,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
627,3298489,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
628,3311748,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
629,3318296,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
630,3327143,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
631,3327144,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
632,3336962,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
633,3336963,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
634,3343026,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
635,3343029,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
636,3343030,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
637,3343031,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
638,3344291,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
639,3348367,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
640,3348368,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
641,3348369,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
642,3350607,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
643,3350608,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
644,3352971,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
645,3352974,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
646,3357483,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
647,3364612,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
648,3372352,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
649,3374925,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
650,3374926,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
651,3374927,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
652,3378042,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
653,3387567,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
654,3387568,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
655,3387569,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
656,3406659,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
657,3430007,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
658,3430008,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
659,3430009,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
660,3430010,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
661,3433469,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
662,3440906,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
663,3449943,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
664,3449947,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
665,3475382,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
666,3475383,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
667,3475665,16964,100-CTy TNHH Tan Hop Thanh,KHONG KINH DOANH,,
668,3497612,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
669,3542948,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
670,3542949,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
671,3542950,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
672,3542951,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,,
713,3473447,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,,
714,3477798,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,,
715,3477799,18833,100-Cong ty CP TD Kim Duc -NR,KHONG KINH DOANH,,
716,3477800,18833,100-Cong ty CP TD Kim Duc -NR,KHONG KINH DOANH,,
840,3520312,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,DANG KINH DOANH,,
841,3520313,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,DANG KINH DOANH,,
842,3540798,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,DANG KINH DOANH,,
